code,name_pt,name_en,end_use,sterile_at_import,unit_value_usd,gross_weight,net_weight;;;;;;;;;;;
13378,Aplicador para Bainha Flexivel - 75 cm,Equine Semen Applicator for Flexible Sheath - 75 cm ,Used to inseminate semen in equine/Veterinary use,NO,40.49,0.02,0.019;;;;;;;;;;;
29392,Aquecedor de Bolso Rosa,Pocket Heater Pink – ,Portable heater for maintaining the temperature of laboratory tubes used in veterinary procedures.Country of Origin: Brazil,NO,273.6,0.5,0.4;;;;;;;;;;;
13377,Aplicador para Bainha Flexivel - 65 cm,Equine Semen Applicator for Flexible Sheath - 65 cm ,Used to inseminate semen in equine/Veterinary use,NO,37.55,0.0155,0.015;;;;;;;;;;;
18372,Aplicador de Sêmen Universal com Trava Automática de Plástico - Preto,Universal Semen Applicator with Automatic Lock - Black,Veterinary artificial insemination instrument for bovine use.CCountry of Origin: Brazil,NO,26.7,0.065,0.04;;;;;;;;;;;
19883,Aplicador de Sêmen Universal com Trava Automática de Plástico - Laranja,Universal A.I gun-Orange,Veterinary artificial insemination instrument for bovine use.Country of Origin: Brazil ,NO,29.7,0.065,0.04;;;;;;;;;;;
18367,Aplicador de Sêmen Universal com Trava Automática de Plástico - Azul,Universal A.I gun- Blue,Veterinary artificial insemination instrument for bovine use.Country of Origin: Brazil,NO,29.7,0.065,0.04;;;;;;;;;;;
18373,Aplicador de Sêmen Universal com Trava Automática de Plástico - Vermelho,Universal Semen Applicator with Automatic Lock - Red,Veterinary artificial insemination instrument for bovine use.Country of Origin: Brazil,NO,29.7,0.065,0.04;;;;;;;;;;;
18371,Aplicador de Sêmen Universal com Trava Automática de Plástico - Verde,Universal Semen Applicator with Automatic Lock - Green,Veterinary artificial insemination instrument for bovine use.CCountry of Origin: Brazil,NO,29.7,0.065,0.04;;;;;;;;;;;
18369,Aplicador de Sêmen Universal com Trava Automática de Plástico - Amarelo ,UniversalL A.I. GUN - Yellow,Veterinary artificial insemination instrument for bovine use.Country of Origin: Brazil ,NO,29.7,0.065,0.04;;;;;;;;;;;
15816,Aplicador de Sêmen - Universal - Engate Rápido,Universal Semen Applicator with Aluminum Automatic Lock - Red ,Veterinary instrument used for artificial insemination procedures in cows. Intended exclusively for livestock reproductive management. Not for human medical use..Country of Origin: Brazil (BR),NO,62.05,0.075,0.05;;;;;;;;;;;
14355,Aplicador de Sêmen - Universal,SEMEN APPLICATOR - UNIVERSAL,,NO,28.47,0.14,0.05;;;;;;;;;;;
"10438,""Aplicador de Sêmen - 0,50"",""SEMEN APPLICATOR - 0,50"",,NO,24.41,0.14,0.05";;;;;;;;;;;
"10431,""Aplicador de Sêmen - 0,25"",""SEMEN APPLICATOR - 0,25"",,NO,24.41,0.15,0.06";;;;;;;;;;;
"25052,Agulha WTA Brenner 18G,18G Brenner System,""Disposable OPU follicular aspiration set, bovine, veterinary use; includes aspiration line and plastic rod with integrated tip, single-use, sterile.Country of Origin: Brazil"",NO,3.4,0.045,0.04";;;;;;;;;;;
28673,Agulha para Aspiração Duplo Fluxo Equino ,MANDREL TIP FOR OPU - DOUBLE WAY,Used to collect oocytes from cows ovary,NO,14.24,0.055,0.005;;;;;;;;;;;
28472,Agulha com Rosca Injetada 20G (Esterilizada),20G OPU MANDREL TIP - HEIFER,Used to collect oocytes from cows ovary,NO,3.8,0.003,0.002;;;;;;;;;;;
"34207,Agulha com Rosca Injetada 18G (Esterilizada),18G-Mandrel tip -Heifer,Disposable guide tube used as a consumable component in livestock reproductive handling kits. Intended exclusively for agricultural and veterinary use; not suitable for injection and not intended for human medical use.Country of origin: Brazil,NO,317,0.3,0.2";;;;;;;;;;;
"34208,Agulha para Aspiração 20G - (Esterilizada),20G  Mandrel tip Heifer,Disposable guide tube used as a consumable component in livestock reproductive handling kits. Intended exclusively for agricultural and veterinary use; not suitable for injection and not intended for human medical use.Country of origin: Brazil,NO,317,0.3,0.2";;;;;;;;;;;
10443,Adaptador Retal para Ovinos ,OVINE RECTAL ADAPTER,,NO,188.47,0.326,0.219;;;;;;;;;;;
"30222,Agulha para Aspiração Folicular Duplo Fluxo - Equinos (Embal),Equine Double-Flow Follicular Aspiration System,Disposable guide tube used as a consumable component in equine reproductive management kits. Intended exclusively for agricultural and veterinary use; not suitable for injection and not intended for human medical use. Country of origin: Brazil,NO,28.8,0.0302,0.025";;;;;;;;;;;
"25054,Agulha WTA Brenner 20G,20G Brenner System,""Disposable OPU follicular aspiration set, bovine, veterinary use; includes aspiration line and plastic rod with integrated tip, single-use, sterile..Country of Origin: Brazil"",NO,3.89,0.045,0.04";;;;;;;;;;;
28673,Agulha para Aspiração Duplo Fluxo Equino ,MANDREL TIP FOR OPU - DOUBLE WAY,Used to collect oocytes from cows ovary,NO,1.352,0.55,0.45;;;;;;;;;;;
"10577,Agulha para Inseminação - Pequenos Ruminantes (Esterilizada),Insemination mandrel - small ruminants,Disposable guide tube used as a consumable component in livestock reproductive handling kits. Intended exclusively for agricultural and veterinary use; not suitable for injection and not intended for human medical use.Country of origin: Brazil,NO,3.15,0.002,0.0005";;;;;;;;;;;
17925,Agulha para Aspiração Folicular com Rosca - 20G -,20G OPU Mandril  tip-Heifer-BR,Used to collect oocytes from cows ovary/Veterinary use.,NO,0.54,0.003,0.002;;;;;;;;;;;
"17927,Agulha com Rosca Injetada 18G (Esterilizada),18G OPU Mandril tip - Heifer-,Disposable guide tube used as a consumable component in livestock reproductive handling kits. Intended exclusively for agricultural and veterinary use; not suitable for injection and not intended for human medical use.Country of origin: Brazil,NO,317,0.3,0.2";;;;;;;;;;;
10443,Adaptador Retal para Ovinos ,OVINE RECTAL ADAPTER,,NO,179.352,0.326,0.219;;;;;;;;;;;
10443,Adaptador Retal para Ovinos ,OVINE RECTAL ADAPTER,Used to collect oocytes from sheeps ovary,NO,188.47,0.326,0.219;;;;;;;;;;;
